Date,Open,Close,High,Low,Volume
16-11-20,12.2,12.2,12.2,12.2,0
17-11-20,12.2,12.2,12.2,12.2,0
18-11-20,12.2,12.2,12.2,12.2,0
19-11-20,12.2,12.2,12.2,12.2,0
20-11-20,12.2,12.2,12.2,12.2,0
23-11-20,12.2,12.2,12.2,12.2,0
24-11-20,12.2,12.2,12.2,12.2,0
25-11-20,12.2,12.2,12.2,12.2,0
26-11-20,12.2,12.2,12.2,12.2,0
27-11-20,12.2,12.2,12.2,12.2,0
30-11-20,12.2,12.2,12.2,12.2,0
01-12-20,12.2,12.2,12.2,12.2,0
02-12-20,11.0,12.5,12.5,11.0,800
03-12-20,12.5,12.5,12.5,12.5,0
04-12-20,12.5,12.5,12.5,12.5,0
07-12-20,12.5,12.5,12.5,12.5,0
08-12-20,12.5,12.5,12.5,12.5,0
09-12-20,12.5,12.5,12.5,12.5,0
10-12-20,12.5,12.5,12.5,12.5,0
11-12-20,12.5,12.5,12.5,12.5,0
14-12-20,12.5,12.5,12.5,12.5,0
15-12-20,12.5,12.5,12.5,12.5,0
16-12-20,12.5,12.5,12.5,12.5,0
17-12-20,12.5,12.5,12.5,12.5,0
18-12-20,12.5,12.5,12.5,12.5,0
21-12-20,12.5,12.5,12.5,12.5,0
22-12-20,12.5,12.5,12.5,12.5,0
23-12-20,12.5,12.5,12.5,12.5,0
24-12-20,12.5,12.5,12.5,12.5,0
25-12-20,12.5,12.5,12.5,12.5,0
28-12-20,12.5,12.5,12.5,12.5,0
29-12-20,12.5,12.5,12.5,12.5,0
30-12-20,12.5,12.5,12.5,12.5,0
31-12-20,12.5,12.5,12.5,12.5,0
04-01-21,12.5,13.7,13.7,12.5,3600
05-01-21,13.7,13.7,13.7,13.7,0
06-01-21,13.7,13.7,13.7,13.7,0
07-01-21,13.7,13.7,13.7,13.7,0
08-01-21,13.7,13.7,13.7,13.7,0
11-01-21,13.7,13.7,13.7,13.7,0
12-01-21,13.7,13.7,13.7,13.7,0
13-01-21,13.7,13.7,13.7,13.7,0
14-01-21,13.7,13.7,13.7,13.7,0
15-01-21,13.7,13.7,13.7,13.7,0
18-01-21,13.7,13.7,13.7,13.7,0
19-01-21,13.7,13.7,13.7,13.7,0
20-01-21,13.7,13.7,13.7,13.7,0
21-01-21,13.7,13.7,13.7,13.7,0
22-01-21,13.7,13.7,13.7,13.7,0
25-01-21,13.7,13.7,13.7,13.7,0
26-01-21,13.7,13.7,13.7,13.7,0
27-01-21,13.7,13.7,13.7,13.7,0
28-01-21,13.7,13.7,13.7,13.7,0
29-01-21,13.7,13.7,13.7,13.7,0
01-02-21,13.7,13.7,13.7,13.7,0
02-02-21,13.7,13.7,13.7,13.7,0
03-02-21,13.7,13.7,13.7,13.7,0
04-02-21,15.0,15.0,15.0,15.0,1000
05-02-21,15.0,15.0,15.0,15.0,0
08-02-21,15.0,15.0,15.0,15.0,0
09-02-21,15.0,15.0,15.0,15.0,0
17-02-21,15.0,15.0,15.0,15.0,0
18-02-21,15.0,15.0,15.0,15.0,0
19-02-21,15.0,15.0,15.0,15.0,0
22-02-21,15.0,15.0,15.0,15.0,0
23-02-21,15.0,15.0,15.0,15.0,0
24-02-21,15.0,15.0,15.0,15.0,0
25-02-21,13.5,13.5,13.5,13.5,100
26-02-21,13.5,13.5,13.5,13.5,0
01-03-21,13.5,13.5,13.5,13.5,0
02-03-21,13.5,13.5,13.5,13.5,0
03-03-21,13.5,13.5,13.5,13.5,0
04-03-21,13.5,13.5,13.5,13.5,0
05-03-21,13.5,13.5,13.5,13.5,0
08-03-21,13.5,13.5,13.5,13.5,0
09-03-21,13.5,13.5,13.5,13.5,0
10-03-21,13.5,13.5,13.5,13.5,0
11-03-21,13.5,13.5,13.5,13.5,0
12-03-21,13.5,13.5,13.5,13.5,0
15-03-21,13.5,13.5,13.5,13.5,100
16-03-21,13.5,13.5,13.5,13.5,0
17-03-21,13.5,13.5,13.5,13.5,0
18-03-21,13.5,13.5,13.5,13.5,0
19-03-21,13.5,13.5,13.5,13.5,0
22-03-21,13.5,13.5,13.5,13.5,0
23-03-21,13.5,13.5,13.5,13.5,0
24-03-21,13.5,13.5,13.5,13.5,0
25-03-21,13.5,13.5,13.5,13.5,0
26-03-21,13.5,13.5,13.5,13.5,0
29-03-21,13.5,13.5,13.5,13.5,400
30-03-21,13.5,13.5,13.5,13.5,0
31-03-21,13.5,13.5,13.5,13.5,500
01-04-21,13.0,13.0,13.0,13.0,500
02-04-21,13.0,13.0,13.0,13.0,0
05-04-21,13.0,12.5,13.0,12.5,1500
06-04-21,12.5,12.5,12.5,12.5,0
07-04-21,12.5,12.5,12.5,12.5,0
08-04-21,12.5,12.5,12.5,12.5,0
09-04-21,12.5,12.5,12.5,12.5,0
12-04-21,12.5,12.5,12.5,12.5,0
13-04-21,12.5,12.5,12.5,12.5,0
14-04-21,12.5,12.5,12.5,12.5,0
15-04-21,11.4,11.4,11.4,11.4,100
16-04-21,11.4,11.4,11.4,11.4,0
19-04-21,11.4,11.4,11.4,11.4,0
20-04-21,11.4,11.4,11.4,11.4,0
22-04-21,11.4,11.4,11.4,11.4,0
23-04-21,11.4,11.4,11.4,11.4,0
26-04-21,12.5,12.5,12.5,12.5,1400
27-04-21,12.5,12.5,12.5,12.5,0
28-04-21,12.5,12.5,12.5,12.5,0
29-04-21,12.5,12.5,12.5,12.5,0
04-05-21,12.5,12.5,12.5,12.5,0
05-05-21,12.5,12.5,12.5,12.5,0
06-05-21,12.5,12.5,12.5,12.5,0
07-05-21,12.5,12.5,12.5,12.5,0
10-05-21,12.5,12.5,12.5,12.5,0
11-05-21,12.5,12.5,12.5,12.5,0
12-05-21,12.5,12.5,12.5,12.5,0
13-05-21,12.5,12.5,12.5,12.5,0
14-05-21,12.5,12.5,12.5,12.5,0
17-05-21,12.5,12.5,12.5,12.5,0
18-05-21,13.7,12.5,13.7,12.5,1200
19-05-21,12.5,12.5,12.5,12.5,0
20-05-21,11.3,11.3,11.3,11.3,400
21-05-21,11.3,12.4,12.4,11.3,1600
24-05-21,12.4,12.4,12.4,12.4,0
25-05-21,12.4,12.4,12.4,12.4,0
26-05-21,12.4,12.4,12.4,12.4,0
27-05-21,12.4,12.4,12.4,12.4,0
28-05-21,12.4,12.4,12.4,12.4,0
31-05-21,13.5,13.5,13.5,13.5,200
01-06-21,14.0,14.0,14.0,14.0,1100
02-06-21,14.0,14.0,14.0,14.0,100
03-06-21,14.0,14.0,14.0,14.0,0
04-06-21,13.9,13.9,13.9,13.9,200
07-06-21,13.8,13.8,13.8,13.8,100
08-06-21,13.8,13.8,13.8,13.8,0
09-06-21,13.8,13.8,13.8,13.8,0
10-06-21,13.8,13.8,13.8,13.8,0
11-06-21,13.8,13.8,13.8,13.8,0
14-06-21,15.1,15.1,15.1,15.1,100
15-06-21,15.1,15.1,15.1,15.1,0
16-06-21,15.1,15.1,15.1,15.1,0
17-06-21,15.1,15.1,15.1,15.1,0
18-06-21,13.6,13.6,13.6,13.6,1000
21-06-21,13.6,13.6,13.6,13.6,0
22-06-21,13.0,13.7,13.7,13.0,401
23-06-21,13.7,13.7,13.7,13.7,0
24-06-21,13.7,13.7,13.7,13.7,0
25-06-21,13.7,13.7,13.7,13.7,0
28-06-21,15.0,13.7,15.0,13.7,1100
29-06-21,13.7,13.7,13.7,13.7,0
30-06-21,13.7,13.7,13.7,13.7,600
01-07-21,14.5,14.5,14.5,14.5,600
02-07-21,15.7,15.7,15.7,15.7,100
05-07-21,15.5,17.1,17.1,15.5,3599
06-07-21,18.0,18.0,18.0,18.0,100
07-07-21,18.0,18.0,18.0,18.0,0
08-07-21,18.0,18.0,18.0,18.0,0
09-07-21,16.8,16.8,16.8,16.8,100
12-07-21,16.8,16.8,16.8,16.8,100
13-07-21,18.3,16.5,18.3,16.0,500
14-07-21,16.5,16.5,16.5,16.5,0
15-07-21,16.5,16.5,16.5,16.5,0
16-07-21,16.5,16.5,16.5,16.5,0
19-07-21,16.5,16.5,16.5,16.5,0
20-07-21,14.9,14.9,14.9,14.9,100
21-07-21,13.5,16.2,16.2,13.5,1200
22-07-21,17.3,17.3,17.3,17.3,200
23-07-21,17.0,16.0,17.0,16.0,500
26-07-21,16.0,16.0,16.0,16.0,0
27-07-21,15.0,15.0,15.0,15.0,100
28-07-21,15.0,15.0,15.0,15.0,0
29-07-21,13.5,13.5,13.5,13.5,1000
30-07-21,13.5,13.5,13.5,13.5,100
02-08-21,13.5,13.5,13.5,13.5,0
03-08-21,13.5,13.5,13.5,13.5,0
04-08-21,14.2,14.2,14.2,14.2,100
05-08-21,13.2,14.2,14.2,13.2,400
06-08-21,14.0,14.0,14.0,14.0,100
09-08-21,14.0,14.0,14.0,14.0,0
10-08-21,14.0,14.0,14.0,14.0,500
11-08-21,14.0,14.0,14.0,14.0,0
12-08-21,13.0,13.0,13.0,13.0,100
13-08-21,13.0,14.0,14.3,13.0,1700
16-08-21,14.0,14.0,14.0,14.0,100
17-08-21,13.8,13.8,13.8,13.8,500
18-08-21,13.0,12.6,13.0,12.6,1600
19-08-21,12.6,13.6,13.6,12.6,400
20-08-21,13.6,13.6,13.6,13.6,0
23-08-21,14.3,14.3,14.3,14.3,1400
24-08-21,14.3,14.3,14.3,14.3,0
25-08-21,14.3,14.3,14.3,14.3,0
26-08-21,13.0,14.3,14.3,13.0,2400
27-08-21,14.3,14.3,14.3,14.3,0
30-08-21,14.3,14.3,14.3,14.3,2900
31-08-21,14.2,14.2,14.2,14.2,800
01-09-21,14.1,14.1,14.1,14.1,300
06-09-21,14.0,15.2,15.4,14.0,8900
07-09-21,15.4,16.0,16.5,15.4,15300
08-09-21,16.0,16.0,16.0,16.0,200
09-09-21,16.0,16.0,16.0,16.0,25700
10-09-21,16.0,16.0,16.0,16.0,0
13-09-21,16.0,16.0,16.0,16.0,0
14-09-21,16.0,16.0,16.0,16.0,0
15-09-21,16.0,16.0,16.0,16.0,0
16-09-21,16.0,16.0,16.0,16.0,0
17-09-21,16.0,16.0,16.0,16.0,0
20-09-21,16.0,17.0,17.0,16.0,3100
21-09-21,17.0,17.0,17.0,17.0,0
22-09-21,17.0,17.0,17.0,17.0,0
23-09-21,15.3,18.0,18.0,15.3,6000
24-09-21,18.2,16.7,19.0,16.7,6100
27-09-21,16.0,18.0,18.0,15.8,4511
28-09-21,17.5,16.2,18.0,16.2,1800
29-09-21,16.2,17.5,17.8,16.2,27900
30-09-21,17.5,17.5,17.5,17.5,0
01-10-21,17.5,19.2,19.2,17.5,11400
04-10-21,19.2,19.2,19.2,19.2,0
05-10-21,19.0,19.0,19.0,19.0,400
06-10-21,18.8,19.0,19.0,18.8,500
07-10-21,18.5,19.1,19.1,18.5,600
08-10-21,18.0,19.0,19.0,18.0,1100
11-10-21,19.0,20.5,20.5,19.0,5300
12-10-21,20.0,20.1,20.1,20.0,5200
13-10-21,20.5,20.5,20.5,20.5,100
14-10-21,20.5,21.0,21.0,20.5,208
15-10-21,22.0,19.0,22.0,19.0,3100
18-10-21,19.2,20.9,20.9,19.2,2500
19-10-21,22.9,19.3,22.9,19.1,800
20-10-21,19.5,18.1,19.5,18.1,3900
21-10-21,19.9,19.9,19.9,19.9,100
22-10-21,20.9,20.9,20.9,20.9,100
25-10-21,20.8,22.5,22.5,20.8,200
26-10-21,23.0,23.0,23.0,23.0,200
27-10-21,22.5,25.3,25.3,22.5,9150
28-10-21,22.8,22.8,22.8,22.8,108
29-10-21,20.6,20.6,20.6,20.6,100
01-11-21,20.7,22.6,22.6,20.7,8300
02-11-21,24.5,24.5,24.5,24.5,100
03-11-21,25.0,22.2,25.0,22.2,1100
04-11-21,24.0,22.3,24.0,22.3,700
05-11-21,22.3,22.5,22.5,22.3,69400
08-11-21,22.5,23.0,24.5,22.5,1100
09-11-21,23.0,23.0,23.0,23.0,0
10-11-21,24.0,24.5,24.5,23.2,1700
11-11-21,24.5,24.5,24.5,24.5,100
12-11-21,24.5,24.5,24.5,24.5,0
15-11-21,24.5,24.5,24.5,24.5,100
16-11-21,22.2,22.2,22.2,22.2,100
17-11-21,23.5,24.4,24.4,23.5,5001
18-11-21,26.0,26.6,26.6,26.0,2700
19-11-21,28.4,29.0,29.0,28.4,3911
22-11-21,30.0,30.0,30.0,30.0,101
23-11-21,32.5,33.0,33.0,32.5,10200
24-11-21,33.0,33.0,33.0,33.0,0
25-11-21,33.0,33.0,33.0,33.0,0
26-11-21,33.0,33.0,33.0,33.0,0
29-11-21,33.0,33.0,33.0,33.0,50
30-11-21,33.0,33.0,33.0,33.0,0
01-12-21,30.0,32.9,32.9,30.0,200
02-12-21,30.0,36.0,36.0,30.0,700
03-12-21,36.0,36.0,36.0,36.0,0
06-12-21,36.0,36.0,36.0,36.0,3000
07-12-21,36.0,36.0,36.0,36.0,400
08-12-21,36.0,36.0,36.0,36.0,0
09-12-21,36.0,36.0,36.0,36.0,600
10-12-21,36.0,36.0,36.0,36.0,0
13-12-21,36.0,36.0,36.0,36.0,1551
14-12-21,37.0,36.0,37.0,36.0,550
15-12-21,32.5,32.5,32.5,32.5,100
16-12-21,30.1,30.1,30.1,30.1,100
17-12-21,27.5,27.5,27.5,27.5,100
